,pic_num,article
503,3_503,이웃이 편안한 마음으로 쉬었다 갈 수 있는 공간
504,3_504,"우아하고, 밝은 공간 분위기"
505,3_505,클래식한 분위기와 밝은 모던 분위기의 조화
506,3_506,바닥재와 조화를 이루는 가구 디자인
507,3_507,심플하지만 풍요로운 느낌
508,3_508,거실 내 화장실
509,3_509,안방 내 화장실
510,3_510,건물 중앙에서 세대별 공간을 연결하는 안뜰
511,3_511,자연의 소재를 듬뿍 사용한 생활공간 인테리어
512,3_512,천창으로 빛이 쏟아지는 복도 끝의 공부방
513,3_513,공간을 절약하는 붙박이 가구와 수납 아이디어
514,3_514,풍부한 빛을 끌어들이는 천창과 작은 개구부
515,3_515,공간을 유연하게 활용하는 실내 미닫이문
516,3_516,안뜰을 중심으로 온 가족이 만나는 집
517,3_517,공간감을 풍부하게 만드는 모서리 조명
518,3_518,쾌적한 실내환경을 조성하는 가구 아이디어
519,3_519,일상 속 여유를 만끽하는 테라스 디자인 아이디어
520,3_520,기본 개요 및 분위기 설정
521,3_521,주변을 조망하는 공간의 이미지
522,3_522,주변과 닮은 지붕 선
523,3_523,건축물 뒷편
524,3_524,실내 분위기
525,3_525,조명과 함께 강조되는 부피감
526,3_526,"신축, 개축, 증축 그리고 재건축의 차이는?"
527,3_527,"땅과 건물의 관계, 건폐율과 용적률은 무엇일까?"
528,3_528,"단독주택, 다세대주택 그리고 다가구주택이란?"
529,3_529,제1종 근린생활시설과 제2종 근린생활시설은?
530,3_530,건물 형태에 영향을 주는 일조사선제한
531,3_531,민법상 이격거리란 무엇일까?
532,3_532,도로와 건물의 관계를 생각한 가각전제
533,3_533,다이나믹한 금속 재질의 인테리어
534,3_534,개방적인 오픈 주방
535,3_535,기존의 틀을 벗어나는 아이템들
536,3_536,공간감을 넓혀주는 천장과 조명 디자인
537,3_537,간접 조명으로 생동감 있게
538,3_538,멋스러운 빈티지 소품들
539,3_539,닫힘과 열림으로 완성하는 주택 외부공간 디자인
540,3_540,주차장 겸 만남의 장소가 되는 전면 외부공간
541,3_541,가족과 이웃의 소통을 위한 외부공간 아이디어
542,3_542,실내외 공간을 연결하는 현관과 토방 디자인
543,3_543,자연의 재료로 맛을 내는 기분 좋은 실내공간
544,3_544,가족의 사생활을 확보하는 남쪽 정원 디자인
545,3_545,"가족과 이웃의 쉼터, 벽난로와 반 외부 테라스 공간"
546,3_546,탁 트인 시야와 연속성이 돋보이는 생활공간
547,3_547,고양이와 부부가 어울리는 반 외부공간
548,3_548,일상 속 자연과 만나는 테라스 디자인
549,3_549,색에 대한 기초 지식
550,3_550,따뜻한 온도
551,3_551,차가운 온도
552,3_552,개성 있는 분위기를 원한다면 색상의 조합
553,3_553,톤에 대한 이해
554,3_554,"보색, 조화로운 색"
555,3_555,언덕의 장점을 살린 개방적인 외부 디자인
556,3_556,접근성과 효율성을 높이는 1층 주차공간 아이디어
557,3_557,커다란 개구부로 빛을 끌어들이는 계단과 현관
558,3_558,실내외 공간을 자연스럽게 연결하는 개구부 디자인
559,3_559,알찬 공간구성과 아늑한 분위기가 돋보이는 주방
560,3_560,계단 아래 공간을 활용하는 수납장 아이디어
561,3_561,한가로운 마을 풍경을 즐기는 복층 생활공간
562,3_562,FRP 그레이팅으로 바닥을 꾸민 2층 테라스
563,3_563,온화한 기운이 가득한 저녁의 테라스 풍경
564,3_564,가족의 일상에 유연하게 대응하는 가구 아이디어
565,3_565,기본 공간 개요 및 분위기 설정
566,3_566,비움의 미학
567,3_567,"거실과 주방, 다이닝 룸의 경계"
568,3_568,"현대적인 공간감, 주방과 다이닝 룸"
569,3_569,아늑한 침실
570,3_570,"인테리어 포인트, 자개"
571,3_571,자연의 풍경과 어우러지는 소형 단독주택 외관
572,3_572,가족의 여유와 행복을 위한 작은 마당 아이디어
573,3_573,실내외 공용공간과 구들방을 배치한 1층 평면도
574,3_574,푸근한 인상을 남기는 주택 전면 외관 디자인
575,3_575,사적인 성격의 공간을 배치한 주택 2층 평면도
576,3_576,따뜻한 분위기를 자아내는 원목 인테리어 디자인
577,3_577,사용자의 생활방식에 맞춰 꾸민 주방 인테리어
578,3_578,빛과 바람이 드나드는 개구부 디자인 아이디어
579,3_579,틈과 모서리 공간을 알차게 활용하는 인테리어
580,3_580,이웃이 편안한 마음으로 쉬었다 갈 수 있는 공간
581,3_581,"우아하고, 밝은 공간 분위기"
582,3_582,클래식한 분위기와 밝은 모던 분위기의 조화
583,3_583,바닥재와 조화를 이루는 가구 디자인
584,3_584,심플하지만 풍요로운 느낌
585,3_585,거실 내 화장실
586,3_586,안방 내 화장실
587,3_587,건물 중앙에서 세대별 공간을 연결하는 안뜰
588,3_588,자연의 소재를 듬뿍 사용한 생활공간 인테리어
589,3_589,천창으로 빛이 쏟아지는 복도 끝의 공부방
590,3_590,공간을 절약하는 붙박이 가구와 수납 아이디어
591,3_591,풍부한 빛을 끌어들이는 천창과 작은 개구부
592,3_592,공간을 유연하게 활용하는 실내 미닫이문
593,3_593,안뜰을 중심으로 온 가족이 만나는 집
594,3_594,공간감을 풍부하게 만드는 모서리 조명
595,3_595,쾌적한 실내환경을 조성하는 가구 아이디어
596,3_596,일상 속 여유를 만끽하는 테라스 디자인 아이디어
597,3_597,기본 개요 및 분위기 설정
598,3_598,주변을 조망하는 공간의 이미지
599,3_599,주변과 닮은 지붕 선
600,3_600,건축물 뒷편
601,3_601,실내 분위기
602,3_602,조명과 함께 강조되는 부피감
603,3_603,"신축, 개축, 증축 그리고 재건축의 차이는?"
604,3_604,"땅과 건물의 관계, 건폐율과 용적률은 무엇일까?"
605,3_605,"단독주택, 다세대주택 그리고 다가구주택이란?"
606,3_606,제1종 근린생활시설과 제2종 근린생활시설은?
607,3_607,건물 형태에 영향을 주는 일조사선제한
608,3_608,민법상 이격거리란 무엇일까?
609,3_609,도로와 건물의 관계를 생각한 가각전제
610,3_610,다이나믹한 금속 재질의 인테리어
611,3_611,개방적인 오픈 주방
612,3_612,기존의 틀을 벗어나는 아이템들
613,3_613,공간감을 넓혀주는 천장과 조명 디자인
614,3_614,간접 조명으로 생동감 있게
615,3_615,멋스러운 빈티지 소품들
616,3_616,닫힘과 열림으로 완성하는 주택 외부공간 디자인
617,3_617,주차장 겸 만남의 장소가 되는 전면 외부공간
618,3_618,가족과 이웃의 소통을 위한 외부공간 아이디어
619,3_619,실내외 공간을 연결하는 현관과 토방 디자인
620,3_620,자연의 재료로 맛을 내는 기분 좋은 실내공간
621,3_621,가족의 사생활을 확보하는 남쪽 정원 디자인
622,3_622,"가족과 이웃의 쉼터, 벽난로와 반 외부 테라스 공간"
623,3_623,탁 트인 시야와 연속성이 돋보이는 생활공간
624,3_624,고양이와 부부가 어울리는 반 외부공간
625,3_625,일상 속 자연과 만나는 테라스 디자인
626,3_626,색에 대한 기초 지식
627,3_627,따뜻한 온도
628,3_628,차가운 온도
629,3_629,개성 있는 분위기를 원한다면 색상의 조합
630,3_630,톤에 대한 이해
631,3_631,"보색, 조화로운 색"
632,3_632,언덕의 장점을 살린 개방적인 외부 디자인
633,3_633,접근성과 효율성을 높이는 1층 주차공간 아이디어
634,3_634,커다란 개구부로 빛을 끌어들이는 계단과 현관
635,3_635,실내외 공간을 자연스럽게 연결하는 개구부 디자인
636,3_636,알찬 공간구성과 아늑한 분위기가 돋보이는 주방
637,3_637,계단 아래 공간을 활용하는 수납장 아이디어
638,3_638,한가로운 마을 풍경을 즐기는 복층 생활공간
639,3_639,FRP 그레이팅으로 바닥을 꾸민 2층 테라스
640,3_640,온화한 기운이 가득한 저녁의 테라스 풍경
641,3_641,가족의 일상에 유연하게 대응하는 가구 아이디어
642,3_642,기본 공간 개요 및 분위기 설정
643,3_643,비움의 미학
644,3_644,"거실과 주방, 다이닝 룸의 경계"
645,3_645,"현대적인 공간감, 주방과 다이닝 룸"
646,3_646,아늑한 침실
647,3_647,"인테리어 포인트, 자개"
648,3_648,자연의 풍경과 어우러지는 소형 단독주택 외관
649,3_649,가족의 여유와 행복을 위한 작은 마당 아이디어
650,3_650,실내외 공용공간과 구들방을 배치한 1층 평면도
651,3_651,푸근한 인상을 남기는 주택 전면 외관 디자인
652,3_652,사적인 성격의 공간을 배치한 주택 2층 평면도
653,3_653,따뜻한 분위기를 자아내는 원목 인테리어 디자인
654,3_654,사용자의 생활방식에 맞춰 꾸민 주방 인테리어
655,3_655,빛과 바람이 드나드는 개구부 디자인 아이디어
656,3_656,틈과 모서리 공간을 알차게 활용하는 인테리어
657,3_657,이웃이 편안한 마음으로 쉬었다 갈 수 있는 공간
658,3_658,"우아하고, 밝은 공간 분위기"
659,3_659,클래식한 분위기와 밝은 모던 분위기의 조화
660,3_660,바닥재와 조화를 이루는 가구 디자인
661,3_661,심플하지만 풍요로운 느낌
662,3_662,거실 내 화장실
663,3_663,안방 내 화장실
664,3_664,건물 중앙에서 세대별 공간을 연결하는 안뜰
665,3_665,자연의 소재를 듬뿍 사용한 생활공간 인테리어
666,3_666,천창으로 빛이 쏟아지는 복도 끝의 공부방
667,3_667,공간을 절약하는 붙박이 가구와 수납 아이디어
668,3_668,풍부한 빛을 끌어들이는 천창과 작은 개구부
669,3_669,공간을 유연하게 활용하는 실내 미닫이문
670,3_670,안뜰을 중심으로 온 가족이 만나는 집
671,3_671,공간감을 풍부하게 만드는 모서리 조명
672,3_672,쾌적한 실내환경을 조성하는 가구 아이디어
673,3_673,일상 속 여유를 만끽하는 테라스 디자인 아이디어
674,3_674,기본 개요 및 분위기 설정
675,3_675,주변을 조망하는 공간의 이미지
676,3_676,주변과 닮은 지붕 선
677,3_677,건축물 뒷편
678,3_678,실내 분위기
679,3_679,조명과 함께 강조되는 부피감
680,3_680,"신축, 개축, 증축 그리고 재건축의 차이는?"
681,3_681,"땅과 건물의 관계, 건폐율과 용적률은 무엇일까?"
682,3_682,"단독주택, 다세대주택 그리고 다가구주택이란?"
683,3_683,제1종 근린생활시설과 제2종 근린생활시설은?
684,3_684,건물 형태에 영향을 주는 일조사선제한
685,3_685,민법상 이격거리란 무엇일까?
686,3_686,도로와 건물의 관계를 생각한 가각전제
687,3_687,다이나믹한 금속 재질의 인테리어
688,3_688,개방적인 오픈 주방
689,3_689,기존의 틀을 벗어나는 아이템들
690,3_690,공간감을 넓혀주는 천장과 조명 디자인
691,3_691,간접 조명으로 생동감 있게
692,3_692,멋스러운 빈티지 소품들
693,3_693,닫힘과 열림으로 완성하는 주택 외부공간 디자인
694,3_694,주차장 겸 만남의 장소가 되는 전면 외부공간
695,3_695,가족과 이웃의 소통을 위한 외부공간 아이디어
696,3_696,실내외 공간을 연결하는 현관과 토방 디자인
697,3_697,자연의 재료로 맛을 내는 기분 좋은 실내공간
698,3_698,가족의 사생활을 확보하는 남쪽 정원 디자인
699,3_699,"가족과 이웃의 쉼터, 벽난로와 반 외부 테라스 공간"
700,3_700,탁 트인 시야와 연속성이 돋보이는 생활공간
701,3_701,고양이와 부부가 어울리는 반 외부공간
702,3_702,일상 속 자연과 만나는 테라스 디자인
703,3_703,색에 대한 기초 지식
704,3_704,따뜻한 온도
705,3_705,차가운 온도
706,3_706,개성 있는 분위기를 원한다면 색상의 조합
707,3_707,톤에 대한 이해
708,3_708,"보색, 조화로운 색"
709,3_709,언덕의 장점을 살린 개방적인 외부 디자인
710,3_710,접근성과 효율성을 높이는 1층 주차공간 아이디어
711,3_711,커다란 개구부로 빛을 끌어들이는 계단과 현관
712,3_712,실내외 공간을 자연스럽게 연결하는 개구부 디자인
713,3_713,알찬 공간구성과 아늑한 분위기가 돋보이는 주방
714,3_714,계단 아래 공간을 활용하는 수납장 아이디어
715,3_715,한가로운 마을 풍경을 즐기는 복층 생활공간
716,3_716,FRP 그레이팅으로 바닥을 꾸민 2층 테라스
717,3_717,온화한 기운이 가득한 저녁의 테라스 풍경
718,3_718,가족의 일상에 유연하게 대응하는 가구 아이디어
719,3_719,기본 공간 개요 및 분위기 설정
720,3_720,비움의 미학
721,3_721,"거실과 주방, 다이닝 룸의 경계"
722,3_722,"현대적인 공간감, 주방과 다이닝 룸"
723,3_723,아늑한 침실
724,3_724,"인테리어 포인트, 자개"
725,3_725,자연의 풍경과 어우러지는 소형 단독주택 외관
726,3_726,가족의 여유와 행복을 위한 작은 마당 아이디어
727,3_727,실내외 공용공간과 구들방을 배치한 1층 평면도
728,3_728,푸근한 인상을 남기는 주택 전면 외관 디자인
729,3_729,사적인 성격의 공간을 배치한 주택 2층 평면도
730,3_730,따뜻한 분위기를 자아내는 원목 인테리어 디자인
731,3_731,사용자의 생활방식에 맞춰 꾸민 주방 인테리어
732,3_732,빛과 바람이 드나드는 개구부 디자인 아이디어
733,3_733,틈과 모서리 공간을 알차게 활용하는 인테리어
734,3_734,이웃이 편안한 마음으로 쉬었다 갈 수 있는 공간
735,3_735,"우아하고, 밝은 공간 분위기"
736,3_736,클래식한 분위기와 밝은 모던 분위기의 조화
737,3_737,바닥재와 조화를 이루는 가구 디자인
738,3_738,심플하지만 풍요로운 느낌
739,3_739,거실 내 화장실
740,3_740,안방 내 화장실
741,3_741,건물 중앙에서 세대별 공간을 연결하는 안뜰
742,3_742,자연의 소재를 듬뿍 사용한 생활공간 인테리어
743,3_743,천창으로 빛이 쏟아지는 복도 끝의 공부방
744,3_744,공간을 절약하는 붙박이 가구와 수납 아이디어
745,3_745,풍부한 빛을 끌어들이는 천창과 작은 개구부
746,3_746,공간을 유연하게 활용하는 실내 미닫이문
747,3_747,안뜰을 중심으로 온 가족이 만나는 집
748,3_748,공간감을 풍부하게 만드는 모서리 조명
749,3_749,쾌적한 실내환경을 조성하는 가구 아이디어
750,3_750,일상 속 여유를 만끽하는 테라스 디자인 아이디어
751,3_751,기본 개요 및 분위기 설정
752,3_752,주변을 조망하는 공간의 이미지
753,3_753,주변과 닮은 지붕 선
754,3_754,건축물 뒷편
755,3_755,실내 분위기
756,3_756,조명과 함께 강조되는 부피감
757,3_757,"신축, 개축, 증축 그리고 재건축의 차이는?"
758,3_758,"땅과 건물의 관계, 건폐율과 용적률은 무엇일까?"
759,3_759,"단독주택, 다세대주택 그리고 다가구주택이란?"
760,3_760,제1종 근린생활시설과 제2종 근린생활시설은?
761,3_761,건물 형태에 영향을 주는 일조사선제한
762,3_762,민법상 이격거리란 무엇일까?
763,3_763,도로와 건물의 관계를 생각한 가각전제
764,3_764,다이나믹한 금속 재질의 인테리어
765,3_765,개방적인 오픈 주방
766,3_766,기존의 틀을 벗어나는 아이템들
767,3_767,공간감을 넓혀주는 천장과 조명 디자인
768,3_768,간접 조명으로 생동감 있게
769,3_769,멋스러운 빈티지 소품들
770,3_770,닫힘과 열림으로 완성하는 주택 외부공간 디자인
771,3_771,주차장 겸 만남의 장소가 되는 전면 외부공간
772,3_772,가족과 이웃의 소통을 위한 외부공간 아이디어
773,3_773,실내외 공간을 연결하는 현관과 토방 디자인
774,3_774,자연의 재료로 맛을 내는 기분 좋은 실내공간
775,3_775,가족의 사생활을 확보하는 남쪽 정원 디자인
776,3_776,"가족과 이웃의 쉼터, 벽난로와 반 외부 테라스 공간"
777,3_777,탁 트인 시야와 연속성이 돋보이는 생활공간
778,3_778,고양이와 부부가 어울리는 반 외부공간
779,3_779,일상 속 자연과 만나는 테라스 디자인
780,3_780,색에 대한 기초 지식
781,3_781,따뜻한 온도
782,3_782,차가운 온도
783,3_783,개성 있는 분위기를 원한다면 색상의 조합
784,3_784,톤에 대한 이해
785,3_785,"보색, 조화로운 색"
786,3_786,언덕의 장점을 살린 개방적인 외부 디자인
787,3_787,접근성과 효율성을 높이는 1층 주차공간 아이디어
788,3_788,커다란 개구부로 빛을 끌어들이는 계단과 현관
789,3_789,실내외 공간을 자연스럽게 연결하는 개구부 디자인
790,3_790,알찬 공간구성과 아늑한 분위기가 돋보이는 주방
791,3_791,계단 아래 공간을 활용하는 수납장 아이디어
792,3_792,한가로운 마을 풍경을 즐기는 복층 생활공간
793,3_793,FRP 그레이팅으로 바닥을 꾸민 2층 테라스
794,3_794,온화한 기운이 가득한 저녁의 테라스 풍경
795,3_795,가족의 일상에 유연하게 대응하는 가구 아이디어
796,3_796,기본 공간 개요 및 분위기 설정
797,3_797,비움의 미학
798,3_798,"거실과 주방, 다이닝 룸의 경계"
799,3_799,"현대적인 공간감, 주방과 다이닝 룸"
800,3_800,아늑한 침실
801,3_801,"인테리어 포인트, 자개"
802,3_802,자연의 풍경과 어우러지는 소형 단독주택 외관
803,3_803,가족의 여유와 행복을 위한 작은 마당 아이디어
804,3_804,실내외 공용공간과 구들방을 배치한 1층 평면도
805,3_805,푸근한 인상을 남기는 주택 전면 외관 디자인
806,3_806,사적인 성격의 공간을 배치한 주택 2층 평면도
807,3_807,따뜻한 분위기를 자아내는 원목 인테리어 디자인
808,3_808,사용자의 생활방식에 맞춰 꾸민 주방 인테리어
809,3_809,빛과 바람이 드나드는 개구부 디자인 아이디어
810,3_810,틈과 모서리 공간을 알차게 활용하는 인테리어
811,3_811,이웃이 편안한 마음으로 쉬었다 갈 수 있는 공간
812,3_812,"우아하고, 밝은 공간 분위기"
813,3_813,클래식한 분위기와 밝은 모던 분위기의 조화
814,3_814,바닥재와 조화를 이루는 가구 디자인
815,3_815,심플하지만 풍요로운 느낌
816,3_816,거실 내 화장실
817,3_817,안방 내 화장실
818,3_818,건물 중앙에서 세대별 공간을 연결하는 안뜰
819,3_819,자연의 소재를 듬뿍 사용한 생활공간 인테리어
820,3_820,천창으로 빛이 쏟아지는 복도 끝의 공부방
821,3_821,공간을 절약하는 붙박이 가구와 수납 아이디어
822,3_822,풍부한 빛을 끌어들이는 천창과 작은 개구부
823,3_823,공간을 유연하게 활용하는 실내 미닫이문
824,3_824,안뜰을 중심으로 온 가족이 만나는 집
825,3_825,공간감을 풍부하게 만드는 모서리 조명
826,3_826,쾌적한 실내환경을 조성하는 가구 아이디어
827,3_827,일상 속 여유를 만끽하는 테라스 디자인 아이디어
828,3_828,기본 개요 및 분위기 설정
829,3_829,주변을 조망하는 공간의 이미지
830,3_830,주변과 닮은 지붕 선
831,3_831,건축물 뒷편
832,3_832,실내 분위기
833,3_833,조명과 함께 강조되는 부피감
834,3_834,"신축, 개축, 증축 그리고 재건축의 차이는?"
835,3_835,"땅과 건물의 관계, 건폐율과 용적률은 무엇일까?"
836,3_836,"단독주택, 다세대주택 그리고 다가구주택이란?"
837,3_837,제1종 근린생활시설과 제2종 근린생활시설은?
838,3_838,건물 형태에 영향을 주는 일조사선제한
839,3_839,민법상 이격거리란 무엇일까?
840,3_840,도로와 건물의 관계를 생각한 가각전제
841,3_841,다이나믹한 금속 재질의 인테리어
842,3_842,개방적인 오픈 주방
843,3_843,기존의 틀을 벗어나는 아이템들
844,3_844,공간감을 넓혀주는 천장과 조명 디자인
845,3_845,간접 조명으로 생동감 있게
846,3_846,멋스러운 빈티지 소품들
847,3_847,닫힘과 열림으로 완성하는 주택 외부공간 디자인
848,3_848,주차장 겸 만남의 장소가 되는 전면 외부공간
849,3_849,가족과 이웃의 소통을 위한 외부공간 아이디어
850,3_850,실내외 공간을 연결하는 현관과 토방 디자인
851,3_851,자연의 재료로 맛을 내는 기분 좋은 실내공간
852,3_852,가족의 사생활을 확보하는 남쪽 정원 디자인
853,3_853,"가족과 이웃의 쉼터, 벽난로와 반 외부 테라스 공간"
854,3_854,탁 트인 시야와 연속성이 돋보이는 생활공간
855,3_855,고양이와 부부가 어울리는 반 외부공간
856,3_856,일상 속 자연과 만나는 테라스 디자인
857,3_857,색에 대한 기초 지식
858,3_858,따뜻한 온도
859,3_859,차가운 온도
860,3_860,개성 있는 분위기를 원한다면 색상의 조합
861,3_861,톤에 대한 이해
862,3_862,"보색, 조화로운 색"
863,3_863,언덕의 장점을 살린 개방적인 외부 디자인
864,3_864,접근성과 효율성을 높이는 1층 주차공간 아이디어
865,3_865,커다란 개구부로 빛을 끌어들이는 계단과 현관
866,3_866,실내외 공간을 자연스럽게 연결하는 개구부 디자인
867,3_867,알찬 공간구성과 아늑한 분위기가 돋보이는 주방
868,3_868,계단 아래 공간을 활용하는 수납장 아이디어
869,3_869,한가로운 마을 풍경을 즐기는 복층 생활공간
870,3_870,FRP 그레이팅으로 바닥을 꾸민 2층 테라스
871,3_871,온화한 기운이 가득한 저녁의 테라스 풍경
872,3_872,가족의 일상에 유연하게 대응하는 가구 아이디어
873,3_873,기본 공간 개요 및 분위기 설정
874,3_874,비움의 미학
875,3_875,"거실과 주방, 다이닝 룸의 경계"
876,3_876,"현대적인 공간감, 주방과 다이닝 룸"
877,3_877,아늑한 침실
878,3_878,"인테리어 포인트, 자개"
879,3_879,자연의 풍경과 어우러지는 소형 단독주택 외관
880,3_880,가족의 여유와 행복을 위한 작은 마당 아이디어
881,3_881,실내외 공용공간과 구들방을 배치한 1층 평면도
882,3_882,푸근한 인상을 남기는 주택 전면 외관 디자인
883,3_883,사적인 성격의 공간을 배치한 주택 2층 평면도
884,3_884,따뜻한 분위기를 자아내는 원목 인테리어 디자인
885,3_885,사용자의 생활방식에 맞춰 꾸민 주방 인테리어
886,3_886,빛과 바람이 드나드는 개구부 디자인 아이디어
887,3_887,틈과 모서리 공간을 알차게 활용하는 인테리어
888,3_888,이웃이 편안한 마음으로 쉬었다 갈 수 있는 공간
889,3_889,"우아하고, 밝은 공간 분위기"
890,3_890,클래식한 분위기와 밝은 모던 분위기의 조화
891,3_891,바닥재와 조화를 이루는 가구 디자인
892,3_892,심플하지만 풍요로운 느낌
893,3_893,거실 내 화장실
894,3_894,안방 내 화장실
895,3_895,건물 중앙에서 세대별 공간을 연결하는 안뜰
896,3_896,자연의 소재를 듬뿍 사용한 생활공간 인테리어
897,3_897,천창으로 빛이 쏟아지는 복도 끝의 공부방
898,3_898,공간을 절약하는 붙박이 가구와 수납 아이디어
899,3_899,풍부한 빛을 끌어들이는 천창과 작은 개구부
900,3_900,공간을 유연하게 활용하는 실내 미닫이문
901,3_901,안뜰을 중심으로 온 가족이 만나는 집
902,3_902,공간감을 풍부하게 만드는 모서리 조명
903,3_903,쾌적한 실내환경을 조성하는 가구 아이디어
904,3_904,일상 속 여유를 만끽하는 테라스 디자인 아이디어
905,3_905,기본 개요 및 분위기 설정
906,3_906,주변을 조망하는 공간의 이미지
907,3_907,주변과 닮은 지붕 선
908,3_908,건축물 뒷편
909,3_909,실내 분위기
910,3_910,조명과 함께 강조되는 부피감
911,3_911,"신축, 개축, 증축 그리고 재건축의 차이는?"
912,3_912,"땅과 건물의 관계, 건폐율과 용적률은 무엇일까?"
913,3_913,"단독주택, 다세대주택 그리고 다가구주택이란?"
914,3_914,제1종 근린생활시설과 제2종 근린생활시설은?
915,3_915,건물 형태에 영향을 주는 일조사선제한
916,3_916,민법상 이격거리란 무엇일까?
917,3_917,도로와 건물의 관계를 생각한 가각전제
918,3_918,다이나믹한 금속 재질의 인테리어
919,3_919,개방적인 오픈 주방
920,3_920,기존의 틀을 벗어나는 아이템들
921,3_921,공간감을 넓혀주는 천장과 조명 디자인
922,3_922,간접 조명으로 생동감 있게
923,3_923,멋스러운 빈티지 소품들
924,3_924,닫힘과 열림으로 완성하는 주택 외부공간 디자인
925,3_925,주차장 겸 만남의 장소가 되는 전면 외부공간
926,3_926,가족과 이웃의 소통을 위한 외부공간 아이디어
927,3_927,실내외 공간을 연결하는 현관과 토방 디자인
928,3_928,자연의 재료로 맛을 내는 기분 좋은 실내공간
929,3_929,가족의 사생활을 확보하는 남쪽 정원 디자인
930,3_930,"가족과 이웃의 쉼터, 벽난로와 반 외부 테라스 공간"
931,3_931,탁 트인 시야와 연속성이 돋보이는 생활공간
932,3_932,고양이와 부부가 어울리는 반 외부공간
933,3_933,일상 속 자연과 만나는 테라스 디자인
934,3_934,색에 대한 기초 지식
935,3_935,따뜻한 온도
936,3_936,차가운 온도
937,3_937,개성 있는 분위기를 원한다면 색상의 조합
938,3_938,톤에 대한 이해
939,3_939,"보색, 조화로운 색"
940,3_940,언덕의 장점을 살린 개방적인 외부 디자인
941,3_941,접근성과 효율성을 높이는 1층 주차공간 아이디어
942,3_942,커다란 개구부로 빛을 끌어들이는 계단과 현관
943,3_943,실내외 공간을 자연스럽게 연결하는 개구부 디자인
944,3_944,알찬 공간구성과 아늑한 분위기가 돋보이는 주방
945,3_945,계단 아래 공간을 활용하는 수납장 아이디어
946,3_946,한가로운 마을 풍경을 즐기는 복층 생활공간
947,3_947,FRP 그레이팅으로 바닥을 꾸민 2층 테라스
948,3_948,온화한 기운이 가득한 저녁의 테라스 풍경
949,3_949,가족의 일상에 유연하게 대응하는 가구 아이디어
950,3_950,기본 공간 개요 및 분위기 설정
951,3_951,비움의 미학
952,3_952,"거실과 주방, 다이닝 룸의 경계"
953,3_953,"현대적인 공간감, 주방과 다이닝 룸"
954,3_954,아늑한 침실
955,3_955,"인테리어 포인트, 자개"
956,3_956,자연의 풍경과 어우러지는 소형 단독주택 외관
957,3_957,가족의 여유와 행복을 위한 작은 마당 아이디어
958,3_958,실내외 공용공간과 구들방을 배치한 1층 평면도
959,3_959,푸근한 인상을 남기는 주택 전면 외관 디자인
960,3_960,사적인 성격의 공간을 배치한 주택 2층 평면도
961,3_961,따뜻한 분위기를 자아내는 원목 인테리어 디자인
962,3_962,사용자의 생활방식에 맞춰 꾸민 주방 인테리어
963,3_963,빛과 바람이 드나드는 개구부 디자인 아이디어
964,3_964,틈과 모서리 공간을 알차게 활용하는 인테리어
965,3_965,이웃이 편안한 마음으로 쉬었다 갈 수 있는 공간
966,3_966,"우아하고, 밝은 공간 분위기"
967,3_967,클래식한 분위기와 밝은 모던 분위기의 조화
968,3_968,바닥재와 조화를 이루는 가구 디자인
969,3_969,심플하지만 풍요로운 느낌
970,3_970,거실 내 화장실
971,3_971,안방 내 화장실
972,3_972,건물 중앙에서 세대별 공간을 연결하는 안뜰
973,3_973,자연의 소재를 듬뿍 사용한 생활공간 인테리어
974,3_974,천창으로 빛이 쏟아지는 복도 끝의 공부방
975,3_975,공간을 절약하는 붙박이 가구와 수납 아이디어
976,3_976,풍부한 빛을 끌어들이는 천창과 작은 개구부
977,3_977,공간을 유연하게 활용하는 실내 미닫이문
978,3_978,안뜰을 중심으로 온 가족이 만나는 집
979,3_979,공간감을 풍부하게 만드는 모서리 조명
980,3_980,쾌적한 실내환경을 조성하는 가구 아이디어
981,3_981,일상 속 여유를 만끽하는 테라스 디자인 아이디어
982,3_982,기본 개요 및 분위기 설정
983,3_983,주변을 조망하는 공간의 이미지
984,3_984,주변과 닮은 지붕 선
985,3_985,건축물 뒷편
986,3_986,실내 분위기
987,3_987,조명과 함께 강조되는 부피감
988,3_988,"신축, 개축, 증축 그리고 재건축의 차이는?"
989,3_989,"땅과 건물의 관계, 건폐율과 용적률은 무엇일까?"
990,3_990,"단독주택, 다세대주택 그리고 다가구주택이란?"
991,3_991,제1종 근린생활시설과 제2종 근린생활시설은?
992,3_992,건물 형태에 영향을 주는 일조사선제한
993,3_993,민법상 이격거리란 무엇일까?
994,3_994,도로와 건물의 관계를 생각한 가각전제
995,3_995,다이나믹한 금속 재질의 인테리어
996,3_996,개방적인 오픈 주방
997,3_997,기존의 틀을 벗어나는 아이템들
998,3_998,공간감을 넓혀주는 천장과 조명 디자인
999,3_999,간접 조명으로 생동감 있게
1000,3_1000,멋스러운 빈티지 소품들
1001,3_1001,닫힘과 열림으로 완성하는 주택 외부공간 디자인
1002,3_1002,주차장 겸 만남의 장소가 되는 전면 외부공간
1003,3_1003,가족과 이웃의 소통을 위한 외부공간 아이디어
1004,3_1004,실내외 공간을 연결하는 현관과 토방 디자인
1005,3_1005,자연의 재료로 맛을 내는 기분 좋은 실내공간
1006,3_1006,가족의 사생활을 확보하는 남쪽 정원 디자인
1007,3_1007,"가족과 이웃의 쉼터, 벽난로와 반 외부 테라스 공간"
